State,Agency type,Agency name,Race,Religion,Sexual orientation,Ethnicity,Disability,Gender,Gender Identity,1st quarter,2nd quarter,3rd quarter,4th quarter,Population
Maryland,Metropolitan Counties,Howard County Police Department,4,0,1,1,0,0,0,0,2,2,2,
Maryland,Metropolitan Counties,Montgomery County Police Department,6,4,2,1,0,0,0,3,5,2,3,
Maryland,Metropolitan Counties,Prince George's County Police Department,0,0,1,0,0,0,0,0,1,0,0,
Maryland,Nonmetropolitan Counties,Garrett,1,0,0,0,0,0,0,0,0,0,1,
Maryland,State Police Agencies,State Police: Frederick County,0,2,0,0,0,0,0,0,1,0,1,
Maryland,State Police Agencies,State Police: Queen Anne's County,1,0,0,0,0,0,0,1,0,0,0,
Maryland,Other Agencies,State Fire Marshal,0,2,0,0,0,0,0,0,0,2,0,
Massachusetts,Cities,Acton,3,0,0,0,0,0,0,0,2,0,1,"22,871"
Massachusetts,Cities,Amesbury,0,1,0,0,0,0,0,0,1,0,0,"16,655"
Massachusetts,Cities,Amherst,1,0,0,0,0,0,0,1,0,0,0,"39,127"
Massachusetts,Cities,Attleboro,1,0,0,1,0,0,0,0,1,0,1,"44,034"
Massachusetts,Cities,Bedford,1,2,0,0,0,0,0,1,0,0,2,"13,947"
Massachusetts,Cities,Belmont,0,0,0,1,0,0,0,0,1,0,0,"25,421"
Massachusetts,Cities,Beverly,0,1,0,0,0,0,0,0,0,1,0,"40,592"
Massachusetts,Cities,Billerica,0,1,0,0,0,0,0,0,0,0,1,"41,926"
Massachusetts,Cities,Bolton,0,0,1,0,0,0,0,0,0,1,0,"5,060"
Massachusetts,Cities,Boston,73,21,53,15,0,0,3,39,56,40,30,"643,799"
Massachusetts,Cities,Braintree,3,0,0,0,0,0,0,0,2,1,0,"36,496"
Massachusetts,Cities,Brookline,0,1,0,0,0,0,0,1,0,0,0,"59,382"
Massachusetts,Cities,Cambridge,4,3,3,3,0,0,0,6,2,3,2,"107,282"
Massachusetts,Cities,Chelsea,1,0,0,0,0,0,0,0,0,0,1,"37,454"
Massachusetts,Cities,Danvers,0,1,0,0,0,0,0,1,0,0,0,"27,263"
Massachusetts,Cities,Douglas,0,0,1,0,0,0,0,0,1,0,0,"8,628"
Massachusetts,Cities,Dover,0,0,1,0,0,0,0,0,0,1,0,"5,778"
Massachusetts,Cities,Dracut,4,1,0,0,0,0,0,0,1,2,2,"30,533"
Massachusetts,Cities,East Longmeadow,2,0,3,0,0,0,0,0,3,0,2,"15,946"
Massachusetts,Cities,Edgartown,1,0,0,0,0,0,0,1,0,0,0,"4,252"
Massachusetts,Cities,Fall River,1,0,0,0,0,0,0,1,0,0,0,"89,220"
Massachusetts,Cities,Framingham,2,0,0,0,0,0,0,0,0,2,0,"70,753"
Massachusetts,Cities,Greenfield,0,0,1,0,0,0,0,0,1,0,0,"17,598"
Massachusetts,Cities,Haverhill,2,1,3,2,0,0,0,4,2,1,1,"62,249"
Massachusetts,Cities,Kingston,0,1,0,0,0,0,0,0,0,1,0,"12,791"
Massachusetts,Cities,Lakeville,0,1,0,0,0,0,0,0,1,0,0,"10,939"
Massachusetts,Cities,Lincoln,0,0,1,0,0,0,0,0,0,0,1,"6,563"
Massachusetts,Cities,Lowell,0,0,1,1,0,0,0,0,0,1,1,"109,449"
Massachusetts,Cities,Lunenburg,1,0,0,0,0,0,0,0,0,0,1,"11,149"
Massachusetts,Cities,Lynn,3,2,5,4,2,0,0,1,5,6,4,"91,769"
Massachusetts,Cities,Malden,1,2,0,0,0,0,0,0,2,1,0,"60,816"
Massachusetts,Cities,Marblehead,1,0,0,0,0,0,0,0,1,0,0,"20,209"
Massachusetts,Cities,Marlborough,0,0,0,1,0,0,0,0,0,1,0,"39,531"
Massachusetts,Cities,Medford,5,3,0,1,1,0,0,2,4,4,0,"57,428"
Massachusetts,Cities,Middleboro,1,0,0,0,0,0,0,0,1,0,0,"23,547"
Massachusetts,Cities,Milton,1,2,0,0,0,0,0,0,0,0,3,"27,269"
Massachusetts,Cities,Monson,0,0,1,0,0,0,0,0,0,0,1,"8,716"
Massachusetts,Cities,Needham,2,0,0,0,0,0,0,0,0,1,1,"29,544"
Massachusetts,Cities,New Bedford,0,0,0,1,0,0,0,0,0,1,0,"95,156"
Massachusetts,Cities,Newburyport,0,0,1,0,0,0,0,0,0,1,0,"17,773"
Massachusetts,Cities,Norton,2,0,0,0,0,0,0,0,0,1,1,"19,414"
Massachusetts,Cities,Peabody,0,0,0,2,0,0,0,0,0,2,0,"52,178"
Massachusetts,Cities,Pittsfield,0,0,1,0,0,0,0,0,1,0,0,"43,992"
Massachusetts,Cities,Plainville,1,0,0,0,0,0,0,1,0,0,0,"8,512"
Massachusetts,Cities,Plymouth,9,1,0,0,0,0,0,0,0,6,4,"57,893"
Massachusetts,Cities,Provincetown,0,1,0,0,0,0,0,1,0,0,0,"2,983"
Massachusetts,Cities,Quincy,6,3,0,4,0,0,0,4,2,4,3,"93,490"
Massachusetts,Cities,Randolph,0,0,2,0,0,0,0,0,2,0,0,"33,583"
Massachusetts,Cities,Reading,1,0,0,0,0,0,0,0,0,1,0,"25,398"
Massachusetts,Cities,Revere,0,2,0,1,0,0,0,0,0,1,2,"53,777"
Massachusetts,Cities,Salem,1,0,0,0,0,0,0,0,0,0,1,"42,468"
Massachusetts,Cities,Saugus,0,0,1,0,0,0,0,0,0,1,0,"27,628"
Massachusetts,Cities,Sharon,0,1,0,0,0,0,0,0,1,0,0,"17,935"
Massachusetts,Cities,Shrewsbury,0,0,1,0,0,0,0,0,1,0,0,"36,315"
Massachusetts,Cities,Somerville,0,0,1,1,0,0,0,0,0,0,2,"77,768"
Massachusetts,Cities,South Hadley,1,0,1,0,0,0,0,0,0,1,1,"17,794"
Massachusetts,Cities,Spencer,0,1,0,0,0,0,0,0,0,1,0,"11,801"
Massachusetts,Cities,Springfield,1,0,2,1,0,0,0,3,0,0,1,"153,586"
Massachusetts,Cities,Stoughton,0,1,0,0,0,0,0,0,1,0,0,"28,186"
Massachusetts,Cities,Swampscott,1,0,0,0,0,0,0,1,0,0,0,"13,995"
Massachusetts,Cities,Taunton,2,0,0,0,0,0,0,1,0,1,0,"56,264"
Massachusetts,Cities,Waltham,0,1,1,0,0,0,0,0,0,1,1,"62,446"
Massachusetts,Cities,Watertown,0,0,0,1,0,0,0,0,1,0,0,"33,254"
Massachusetts,Cities,Westborough,1,0,0,0,0,0,0,0,0,1,0,"18,563"
Massachusetts,Cities,West Boylston,1,0,0,0,0,0,0,0,0,0,1,"7,821"
Massachusetts,Cities,West Springfield,0,1,0,0,0,0,0,0,0,1,0,"28,647"
Massachusetts,Cities,Williamstown,0,1,0,0,0,0,0,0,0,0,1,"7,682"
Massachusetts,Cities,Worcester,1,0,1,0,0,0,0,0,1,1,0,"183,454"
Massachusetts,Universities and Colleges,Boston College,0,0,1,0,0,0,0,1,0,0,0,"14,605"
Massachusetts,Universities and Colleges,Boston University,0,0,0,1,0,0,0,0,0,1,0,"32,603"
Massachusetts,Universities and Colleges,Bridgewater State University,1,0,0,0,0,0,0,0,0,0,1,"11,417"
Massachusetts,Universities and Colleges,Dean College,0,1,0,0,0,0,0,0,0,0,1,"1,322"
Massachusetts,Universities and Colleges,Emerson College,1,0,0,0,0,0,0,0,0,0,1,"4,531"
Massachusetts,Universities and Colleges,Massachusetts College of Liberal Arts,0,0,1,0,0,0,0,1,0,0,0,"1,799"
Massachusetts,Universities and Colleges,Northeastern University,0,1,1,0,0,1,0,0,0,0,3,"27,694"
Massachusetts,Universities and Colleges,"Tufts University, Medford",0,1,1,0,0,0,0,0,0,1,1,"10,837"
Massachusetts,Universities and Colleges,University of Massachusetts: Amherst,2,3,1,1,0,0,0,3,0,2,2,"28,236"
Massachusetts,Universities and Colleges,"University of Massachusetts: Harbor Campus, Boston",0,1,0,0,0,0,0,0,0,0,1,"15,874"
Michigan,Cities,Adrian,0,0,1,0,0,0,0,0,1,0,,"20,759"
Michigan,Cities,Albion,1,0,0,0,0,0,0,0,1,0,0,"8,524"
Michigan,Cities,Alpena,1,1,0,0,0,0,0,2,0,0,0,"10,299"
Michigan,Cities,Ann Arbor,1,1,1,0,0,0,0,0,3,0,0,"116,799"
Michigan,Cities,Bangor,0,0,0,0,0,1,0,0,0,0,1,"1,857"
Michigan,Cities,Bath Township,1,0,0,0,0,0,0,0,0,1,0,"11,761"
Michigan,Cities,Battle Creek,0,1,0,0,0,0,0,0,0,1,0,"61,032"
Michigan,Cities,Benton Harbor,3,0,0,0,0,0,0,1,0,2,0,"10,039"
Michigan,Cities,Benton Township,2,0,0,0,0,0,0,0,0,1,1,"14,578"
Michigan,Cities,Birmingham,1,1,0,0,0,0,0,1,0,1,0,"20,544"
Michigan,Cities,Blackman Township,3,0,0,0,0,0,0,0,1,0,2,"38,115"
Michigan,Cities,Bloomfield Township,1,1,0,0,0,0,0,0,1,1,0,"41,791"
Michigan,Cities,Brownstown Township,1,0,0,0,0,0,0,0,1,0,0,"30,388"
Michigan,Cities,Buchanan,1,0,0,0,0,0,0,0,1,0,0,"4,419"
Michigan,Cities,Buena Vista Township,0,0,1,0,0,0,0,0,0,1,0,"8,500"
Michigan,Cities,Burton,2,0,0,0,0,0,0,0,1,0,1,"29,263"
Michigan,Cities,Canton Township,1,1,0,0,0,0,0,0,1,1,0,"88,958"
Michigan,Cities,Charlotte,1,0,0,0,0,0,0,0,1,0,0,"9,046"
Michigan,Cities,Chesterfield Township,0,0,0,1,0,0,0,0,0,1,0,"43,784"
Michigan,Cities,Chocolay Township,0,0,1,0,0,0,0,0,0,1,0,"6,029"
Michigan,Cities,Clare,1,0,0,0,0,0,0,0,0,1,0,"3,095"
Michigan,Cities,Clinton Township,4,0,0,0,0,0,0,1,2,0,1,"98,071"
Michigan,Cities,Coldwater,1,0,2,0,0,0,0,0,2,0,1,"10,876"
Michigan,Cities,Dearborn,7,2,2,3,0,0,0,7,4,2,1,"96,012"
Michigan,Cities,Detroit,2,0,1,0,0,0,0,0,0,1,2,"699,889"
Michigan,Cities,East Grand Rapids,1,0,0,0,0,0,0,0,1,0,0,"11,100"
Michigan,Cities,Eastpointe,1,0,0,1,0,0,0,0,0,2,0,"32,402"
Michigan,Cities,Elk Rapids,1,0,0,0,0,0,0,0,1,0,0,"1,629"
Michigan,Cities,Escanaba,1,0,0,0,0,0,0,0,0,0,1,"12,531"
Michigan,Cities,Essexville,0,1,0,0,0,0,0,1,0,0,0,"3,436"
Michigan,Cities,Farmington,1,0,0,0,0,0,0,1,0,0,0,"10,514"
Michigan,Cities,Ferndale,0,0,1,0,0,0,0,0,0,1,0,"20,104"
Michigan,Cities,Flint Township,2,0,0,0,0,0,0,0,1,1,0,"31,182"
Michigan,Cities,Flushing,0,0,1,0,0,0,0,0,0,1,0,"8,204"
Michigan,Cities,Forsyth Township,1,0,0,0,0,0,0,0,1,0,0,"6,278"
Michigan,Cities,Franklin,2,0,0,0,0,0,0,0,1,1,0,"3,194"
Michigan,Cities,Fraser,2,0,0,0,0,0,0,0,1,1,0,"14,529"
Michigan,Cities,Fruitport,1,0,0,0,0,0,0,0,0,0,1,"1,090"
Michigan,Cities,Garden City,1,0,0,0,0,0,0,1,0,0,0,"27,110"
Michigan,Cities,Gerrish Township,1,0,0,0,0,0,0,0,1,0,0,"2,942"
Michigan,Cities,Grand Blanc Township,2,0,0,0,0,0,0,1,0,0,1,"36,793"
Michigan,Cities,Grand Rapids,2,0,1,0,0,0,0,1,2,0,0,"191,213"
Michigan,Cities,Grandville,1,0,1,1,1,0,0,2,0,2,0,"15,669"
Michigan,Cities,Grayling,1,0,0,0,0,0,0,0,0,0,1,"1,872"
Michigan,Cities,Grosse Pointe Park,1,0,0,0,0,0,0,0,0,1,0,"11,287"
Michigan,Cities,Grosse Pointe Woods,0,0,0,1,0,0,0,0,1,0,0,"15,760"
Michigan,Cities,Hamtramck,1,0,1,0,0,0,0,0,0,1,1,"22,017"
Michigan,Cities,Harper Woods,1,0,0,0,0,0,0,0,1,0,0,"13,922"
Michigan,Cities,Hartford,3,0,0,0,0,0,0,1,0,0,2,"2,633"
Michigan,Cities,Hazel Park,1,0,0,0,0,0,0,0,0,1,0,"16,642"
Michigan,Cities,Highland Park,0,1,0,0,0,0,0,0,0,0,1,"11,591"
Michigan,Cities,Holland,1,0,0,1,0,0,0,2,0,0,0,"33,354"
Michigan,Cities,Huntington Woods,0,2,0,0,0,0,0,2,0,0,0,"6,305"
Michigan,Cities,Inkster,3,0,0,0,0,0,0,2,0,0,1,"24,850"
Michigan,Cities,Jackson,1,0,0,0,0,0,0,0,0,1,0,"33,378"
Michigan,Cities,Jonesville,1,0,0,0,0,0,0,0,0,0,1,"2,231"
Michigan,Cities,Kalamazoo,4,0,0,0,0,0,0,0,3,1,0,"75,352"
Michigan,Cities,Kentwood,2,0,0,0,0,0,0,0,0,1,1,"50,016"
Michigan,Cities,Lake Orion,1,0,0,0,0,0,0,0,0,0,1,"3,052"
Michigan,Cities,Lansing,2,1,1,1,0,0,0,0,2,2,1,"113,907"
Michigan,Cities,Lincoln Township,1,0,0,0,0,0,0,0,0,1,0,"14,618"
Michigan,Cities,Livonia,0,0,1,0,0,0,0,0,0,0,1,"95,220"
Michigan,Cities,Mackinac Island,0,1,0,0,0,0,0,0,0,1,0,494
Michigan,Cities,Madison Heights,4,1,0,0,0,0,0,1,2,1,1,"30,080"
Michigan,Cities,Madison Township,0,1,0,0,0,0,0,1,0,0,0,"8,567"
Michigan,Cities,Marshall,1,0,0,0,0,0,0,0,0,0,1,"7,050"
Michigan,Cities,Meridian Township,4,0,0,0,0,0,0,0,1,2,1,"40,609"
Michigan,Cities,Midland,0,0,2,0,0,0,0,1,1,0,0,"42,072"
Michigan,Cities,Milan,1,0,0,0,0,0,0,0,0,1,0,"5,875"
Michigan,Cities,Milford,0,1,0,0,0,0,0,1,0,0,0,"16,170"
Michigan,Cities,Monroe,2,0,0,0,0,0,0,0,1,1,0,"20,474"
Michigan,Cities,Mount Morris Township,2,0,0,0,0,0,0,1,0,0,1,"20,990"
Michigan,Cities,Mount Pleasant,3,0,1,0,1,0,0,1,2,2,0,"26,238"
Michigan,Cities,Muskegon,3,0,0,0,0,0,0,2,0,0,1,"36,658"
Michigan,Cities,Muskegon Heights,6,0,0,0,0,0,0,0,3,3,0,"10,768"
Michigan,Cities,Newaygo,1,0,0,0,0,0,0,0,0,1,0,"1,961"
Michigan,Cities,Northfield Township,1,0,0,0,0,0,0,0,0,0,1,"8,387"
Michigan,Cities,Northville Township,1,0,0,0,0,0,0,1,0,0,0,"28,734"
Michigan,Cities,Norton Shores,1,0,1,0,0,0,0,0,0,2,0,"23,834"
Michigan,Cities,Novi,1,0,0,0,0,0,0,0,0,1,0,"57,469"
Michigan,Cities,Ontwa Township-Edwardsburg,1,0,0,0,0,0,0,,0,1,0,"6,585"
Michigan,Cities,Owosso,1,0,0,0,0,0,0,1,0,0,0,"14,745"
Michigan,Cities,Pittsfield Township,1,0,2,0,0,0,0,1,2,0,0,"36,091"
Michigan,Cities,Portage,1,0,0,0,0,0,0,1,0,0,0,"47,387"
Michigan,Cities,Port Huron,0,0,2,0,0,0,0,1,0,1,0,"29,542"
Michigan,Cities,Romeo,2,0,0,0,0,0,0,0,0,2,0,"3,597"
Michigan,Cities,Roseville,5,0,1,0,0,0,0,1,3,2,0,"47,327"
Michigan,Cities,Royal Oak,1,0,0,0,0,0,0,0,0,1,0,"58,804"
Michigan,Cities,Saginaw,4,0,2,0,0,0,0,1,1,2,2,"50,580"
Michigan,Cities,Saginaw Township,0,1,0,0,0,0,0,0,0,0,1,"40,636"
Michigan,Cities,Saline,1,0,0,0,0,0,0,0,0,0,1,"9,028"
Michigan,Cities,Sault Ste. Marie,1,1,0,0,0,0,0,0,0,1,1,"14,203"
Michigan,Cities,Shelby Township,2,0,0,0,0,0,0,0,0,1,1,"75,347"
Michigan,Cities,Southfield,2,1,0,0,0,0,0,0,2,0,1,"72,755"
Michigan,Cities,Sparta,0,2,0,0,0,0,0,0,1,1,0,"4,224"
Michigan,Cities,St. Joseph,1,0,0,0,0,0,0,1,0,0,0,"8,293"
Michigan,Cities,Sumpter Township,1,0,1,0,0,0,0,0,0,0,2,"9,310"
Michigan,Cities,Taylor,1,0,2,0,0,0,0,1,2,0,0,"61,836"
Michigan,Cities,Three Rivers,1,0,0,0,0,0,0,0,0,0,1,"7,712"
Michigan,Cities,Traverse City,0,0,1,0,0,0,0,0,1,0,0,"14,989"
Michigan,Cities,Trenton,1,0,0,0,0,0,0,0,1,0,0,"18,483"
Michigan,Cities,Troy,2,1,0,0,0,0,0,0,1,0,2,"82,608"
Michigan,Cities,Utica,2,0,0,0,0,0,0,0,1,0,1,"4,765"
Michigan,Cities,Van Buren Township,1,1,0,0,0,0,0,0,1,0,1,"28,282"
Michigan,Cities,Warren,7,1,0,0,0,1,0,0,0,4,5,"134,167"
Michigan,Cities,Waterford Township,0,1,0,0,0,0,0,0,0,1,0,"72,949"
Michigan,Cities,Wayland,0,0,0,0,1,0,0,0,1,0,,"4,074"
Michigan,Cities,Wayne,4,0,0,0,0,0,0,1,1,1,1,"17,232"
Michigan,Cities,West Bloomfield Township,5,1,1,2,0,0,0,5,2,2,0,"65,840"
Michigan,Cities,Westland,1,0,0,1,0,0,0,1,0,0,1,"82,554"
Michigan,Cities,White Lake Township,0,1,0,0,0,0,0,0,0,0,1,"30,585"
Michigan,Cities,Woodhaven,1,0,0,0,0,0,0,0,0,0,1,"12,652"
Michigan,Cities,Wyoming,1,1,0,0,0,0,0,1,0,0,1,"73,786"
Michigan,Universities and Colleges,Eastern Michigan University,1,0,0,0,0,0,0,0,0,0,1,"23,518"
Michigan,Universities and Colleges,Michigan State University,2,0,2,0,0,1,0,1,0,2,2,"48,783"
Michigan,Universities and Colleges,Oakland University3,0,3,0,1,1,0,0,1,0,3,1,"19,740"
Michigan,Universities and Colleges,Saginaw Valley State University,1,0,0,0,0,0,0,0,0,0,1,"10,552"
Michigan,Universities and Colleges,"University of Michigan, Ann Arbor",0,1,1,0,0,0,0,1,1,0,0,"43,426"
Michigan,Universities and Colleges,Western Michigan University,0,0,1,0,0,0,0,0,0,1,0,"24,598"
Michigan,Metropolitan Counties,Eaton,0,1,0,0,0,0,0,0,0,0,1,
Michigan,Metropolitan Counties,Ingham,1,0,0,0,0,0,0,1,0,0,0,
Michigan,Metropolitan Counties,Jackson,1,1,0,0,0,0,0,0,0,1,1,
Michigan,Metropolitan Counties,Kent,2,0,1,0,0,0,0,1,2,0,0,
Michigan,Metropolitan Counties,Livingston,1,0,0,0,0,0,0,0,0,1,0,
Michigan,Metropolitan Counties,Macomb,10,1,1,1,0,0,0,2,5,3,3,
Michigan,Metropolitan Counties,Monroe,4,1,1,0,0,0,0,1,3,2,0,
Michigan,Metropolitan Counties,Oakland,7,2,5,3,0,0,0,5,4,5,3,
Michigan,Metropolitan Counties,Ottawa,4,0,0,0,0,0,0,1,2,0,1,
Michigan,Metropolitan Counties,Van Buren,3,0,1,0,0,0,0,1,1,2,0,
Michigan,Metropolitan Counties,Washtenaw,3,3,0,0,0,0,0,0,2,2,2,
Michigan,Nonmetropolitan Counties,Missaukee,1,0,0,1,0,0,0,0,1,1,0,
Michigan,Nonmetropolitan Counties,Ogemaw,2,0,0,0,0,0,0,0,0,1,1,
Michigan,Nonmetropolitan Counties,Otsego,0,0,1,0,0,0,0,0,0,0,1,
Michigan,Nonmetropolitan Counties,Tuscola,2,0,0,0,0,0,0,0,1,1,0,
Michigan,State Police Agencies,State Police: Cass County,1,0,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,State Police: Genesee County,1,0,1,0,0,0,0,0,1,0,1,
Michigan,State Police Agencies,State Police: Jackson County,0,1,0,0,0,0,0,0,0,1,0,
Michigan,State Police Agencies,State Police: Oakland County,0,1,0,0,0,0,0,1,0,0,0,
Michigan,State Police Agencies,State Police: Van Buren County,0,0,2,0,0,0,0,0,0,2,0,
Michigan,Other Agencies,Gerald R. Ford International Airport,1,0,0,0,0,0,0,0,0,0,1,
Michigan,Other Agencies,"State Police: Huron-Clinton Metropolitan Authority, Lower Huron Metropark",2,0,0,0,0,0,0,0,1,1,0,
Minnesota,Cities,Bemidji,0,0,1,0,0,0,0,0,1,0,0,"13,805"
Minnesota,Cities,Blaine,4,0,0,0,0,0,0,1,2,1,0,"60,093"
Minnesota,Cities,Brooklyn Park,3,0,0,0,0,0,0,1,1,1,0,"78,353"
Minnesota,Cities,Chaska,1,0,0,0,0,0,0,,1,0,0,"24,158"
Minnesota,Cities,Columbia Heights,1,0,0,1,0,0,0,1,1,0,0,"19,715"
Minnesota,Cities,Crosby,1,0,0,0,0,0,0,0,1,0,0,"2,369"
Minnesota,Cities,Duluth,1,0,0,0,0,0,0,1,0,0,0,"86,211"
Minnesota,Cities,Eagan,0,2,0,0,0,0,0,0,1,1,0,"65,052"
Minnesota,Cities,Eden Prairie,1,0,0,0,0,0,0,0,0,0,1,"62,714"
Minnesota,Cities,Elk River,1,0,0,0,0,0,0,0,0,0,1,"23,351"
Minnesota,Cities,Faribault,0,0,1,0,0,0,0,,,1,,"23,405"
Minnesota,Cities,Inver Grove Heights,0,1,0,0,0,0,0,1,0,0,0,"34,294"
Minnesota,Cities,Lino Lakes,0,0,1,0,0,0,0,,0,0,1,"20,910"
Minnesota,Cities,Mankato,2,2,2,0,0,0,0,0,2,2,2,"40,360"
Minnesota,Cities,Maple Grove,0,0,1,0,0,0,0,,1,0,0,"65,318"
Minnesota,Cities,Marshall,1,0,0,1,0,0,0,1,1,0,0,"13,370"
Minnesota,Cities,Mendota Heights,0,0,1,0,0,0,0,0,0,0,1,"11,158"
Minnesota,Cities,Minneapolis,20,4,11,3,1,0,0,6,13,11,9,"396,206"
Minnesota,Cities,Moorhead,1,0,1,0,0,0,0,0,0,1,1,"39,322"
Minnesota,Cities,Plymouth,3,2,2,0,0,0,0,0,3,4,0,"73,684"
Minnesota,Cities,Rochester,2,0,0,2,0,0,0,0,2,2,0,"109,675"
Minnesota,Cities,Roseville,2,0,1,0,0,0,0,0,2,1,0,"34,991"
Minnesota,Cities,Savage,0,0,1,0,0,0,0,0,1,0,0,"28,285"
Minnesota,Cities,Shakopee,0,0,1,0,0,0,0,1,0,0,0,"39,214"
Minnesota,Cities,Shoreview,0,0,1,0,0,0,0,0,0,1,,"25,810"
Minnesota,Cities,Spring Lake Park,0,0,0,1,0,0,0,0,1,0,0,"6,458"
Minnesota,Cities,St. Anthony,1,0,0,0,0,0,0,0,1,0,0,"8,445"
Minnesota,Cities,St. Cloud,6,0,0,2,0,0,0,0,3,3,2,"65,977"
Minnesota,Cities,St. Louis Park,3,4,0,0,0,0,0,1,4,1,1,"46,723"
Minnesota,Cities,St. Paul,24,4,2,0,0,0,0,0,18,11,1,"294,690"
Minnesota,Cities,Wadena,0,0,1,0,0,0,0,1,0,0,0,"4,092"
Minnesota,Cities,Waite Park,0,0,0,1,0,0,0,0,0,1,0,"6,683"
Minnesota,Cities,West St. Paul,1,0,0,0,0,0,0,0,0,1,0,"19,761"
Minnesota,Cities,Woodbury,1,0,0,0,0,0,0,1,,,,"65,259"
Minnesota,Universities and Colleges,"University of Minnesota, Morris",1,0,0,0,0,0,0,0,0,1,0,"1,896"
Minnesota,Metropolitan Counties,Hennepin,0,0,1,0,0,0,0,0,1,0,0,
Minnesota,Metropolitan Counties,Mille Lacs,1,0,0,0,0,0,0,0,1,0,0,
Minnesota,Nonmetropolitan Counties,Mahnomen,0,0,1,0,0,0,0,,,1,,
Minnesota,Nonmetropolitan Counties,Rice,1,0,0,0,0,0,0,0,1,0,0,
Mississippi,Cities,Biloxi,1,0,0,0,0,0,0,1,0,0,0,"44,744"
Mississippi,Cities,Gulfport,1,0,0,2,0,0,0,2,1,0,0,"70,863"
Missouri,Cities,Branson,0,0,0,1,0,0,0,0,0,0,1,"10,918"
Missouri,Cities,Clayton,0,1,0,0,0,0,0,0,1,0,0,"15,901"
Missouri,Cities,Grandview,1,0,0,0,0,0,0,0,0,1,,"24,630"
Missouri,Cities,Independence,1,0,1,0,0,0,0,1,0,1,0,"117,381"
Missouri,Cities,Joplin,2,0,0,0,0,0,0,2,0,0,0,"49,272"
Missouri,Cities,Kansas City,30,7,14,5,1,4,2,13,17,21,12,"465,514"
Missouri,Cities,Raytown,1,0,0,0,0,0,0,0,0,0,1,"29,501"
Missouri,Cities,Springfield,1,1,1,0,0,0,0,0,3,0,0,"163,062"
Missouri,Cities,St. Charles,1,0,0,0,0,0,0,0,1,0,0,"66,628"
Missouri,Cities,St. Joseph,2,0,0,0,0,0,0,1,0,1,0,"77,347"
Missouri,Cities,St. Louis,4,1,7,0,0,0,0,3,2,2,5,"318,563"
Missouri,Cities,University City,1,0,0,0,0,0,0,0,0,1,0,"35,186"
Missouri,Universities and Colleges,"University of Missouri, Columbia",2,0,0,0,0,0,0,0,0,0,2,"34,704"
Missouri,Metropolitan Counties,De Kalb,1,0,0,0,0,0,0,0,0,1,0,
Missouri,Metropolitan Counties,Jefferson,0,0,1,0,0,0,0,0,0,0,1,
Missouri,Metropolitan Counties,St. Charles,2,0,2,0,0,0,0,0,2,2,0,
Missouri,Metropolitan Counties,St. Louis County Police Department,1,0,0,0,0,0,0,0,0,1,0,
Missouri,Nonmetropolitan Counties,Carroll,0,1,0,0,0,0,0,0,0,0,1,
Missouri,Nonmetropolitan Counties,Henry,0,0,1,0,0,0,0,0,0,0,1,
Missouri,Nonmetropolitan Counties,Laclede,1,0,0,0,0,0,0,0,0,0,1,
Montana,Cities,Billings,5,1,1,0,0,0,0,1,2,1,3,"107,802"
Montana,Cities,Columbia Falls,1,0,0,0,0,0,0,0,1,0,0,"4,721"
Montana,Cities,Great Falls,1,0,0,0,0,0,0,0,0,0,1,"58,940"
Montana,Cities,Hamilton,0,1,0,0,0,0,0,0,0,0,1,"4,555"
Montana,Cities,Helena,11,0,0,0,0,0,0,11,0,0,0,"29,411"
Montana,Cities,Kalispell,2,0,0,0,0,0,0,0,0,2,0,"20,665"
Montana,Cities,Missoula,1,0,1,0,0,0,0,1,0,1,0,"68,877"
Montana,Universities and Colleges,Montana State University,1,0,0,0,0,0,0,0,1,0,0,"14,269"
Montana,Metropolitan Counties,Cascade,1,0,0,1,0,0,0,0,0,2,0,
Montana,Metropolitan Counties,Missoula,1,0,0,0,0,0,0,0,0,1,0,
Montana,Nonmetropolitan Counties,Park,0,0,1,0,0,0,0,0,0,0,1,
Montana,Nonmetropolitan Counties,Silver Bow,1,0,0,0,0,0,0,0,0,1,0,
Nebraska,Cities,Columbus,0,0,1,0,0,0,0,0,0,1,0,"22,624"
Nebraska,Cities,Cozad,0,0,0,1,0,0,0,1,,0,0,"3,929"
Nebraska,Cities,Grand Island,0,0,0,2,0,0,0,0,0,2,0,"50,441"
Nebraska,Cities,Kearney,0,1,0,0,0,0,0,0,0,1,0,"32,113"
Nebraska,Cities,Lexington,2,0,0,0,0,0,0,0,,0,2,"10,204"
Nebraska,Cities,Lincoln,8,2,4,1,0,0,0,5,3,2,5,"267,565"
Nebraska,Cities,Omaha,4,2,2,1,0,0,0,2,3,3,1,"425,076"
Nebraska,Cities,Sidney,0,0,1,0,0,0,0,1,0,,,"6,831"
Nebraska,Metropolitan Counties,Lancaster,0,0,0,1,0,0,0,0,1,0,0,
Nebraska,Nonmetropolitan Counties,Dawson,3,0,0,0,0,0,0,0,0,1,2,
Nevada,Cities,Carlin,1,0,0,0,0,0,0,,,,1,"2,457"
Nevada,Cities,Henderson,1,0,0,0,0,0,0,,,1,,"268,237"
Nevada,Cities,Las Vegas Metropolitan Police Department,27,9,23,6,0,0,0,16,13,18,18,"1,500,455"
